305,8.2029665973,2015-05-05
306,6.9541556003,2015-05-05
307,3.8470978886,2015-05-05
308,2.2491916925,2015-05-05
309,16.9819210383,2015-05-05
310,57.5108405533,2015-05-05
311,3.7895566103,2015-05-05
312,23.7157504373,2015-05-05
313,5.0306683677,2015-05-05
314,2.4338363614,2015-05-05
315,3.5817719633,2015-05-05
316,12.377784455,2015-05-05
317,2.1880544824,2015-05-05
318,2.5825396583,2015-05-05
319,2.8711725441,2015-05-05
320,26.9170926694,2015-05-05
321,13.6141670316,2015-05-05
322,22.0817793493,2015-05-05
323,104.093651542,2015-05-05
324,44.3926442283,2015-05-05
325,10.9098136517,2015-05-05
326,8.7316450008,2015-05-05
327,60.9657879411,2015-05-05
328,0.4499814253,2015-05-05
329,12.4545184082,2015-05-05
330,3.2916028879,2015-05-05
331,5.0967467695,2015-05-05
332,1.8471272665,2015-05-05
333,1.4643288653,2015-05-05
334,1.8899514632,2015-05-05
335,101.086135117,2015-05-05
336,136.708315416,2015-05-05
337,3.7668989457,2015-05-05
338,9.3829889444,2015-05-05
339,2.4371552338,2015-05-05
340,166.461597423,2015-05-05
341,3.8080486092,2015-05-05
342,17.4957681564,2015-05-05
343,2.3160424616,2015-05-05
344,12.9507719632,2015-05-05
345,26.542683484,2015-05-05
346,4.4192758688,2015-05-05
347,0.2319868214,2015-05-05
348,3.1887872847,2015-05-05
349,13.0920581143,2015-05-05
350,179.925126264,2015-05-05
351,3.6972863759,2015-05-05
352,3.1170290637,2015-05-05
353,93.7648866946,2015-05-05
354,16.5514623123,2015-05-05
355,8.6547853656,2015-05-05
356,4.0920614155,2015-05-05
357,4.3637829382,2015-05-05
358,11.5320825908,2015-05-05
359,59.0810300015,2015-05-05
360,0.6098131654,2015-05-05
361,27.71391905,2015-05-05
362,99.6741406287,2015-05-05
363,4.2763617729,2015-05-05
364,1.3586109473,2015-05-05
365,35.489822889,2015-05-05
366,0.2135590457,2015-05-05
367,74.4304022268,2015-05-05
368,6.9390878392,2015-05-05
369,48.2421942619,2015-05-05
370,131.256164127,2015-05-05
371,44.5426638631,2015-05-05
372,20.5062659453,2015-05-05
373,31.2376307804,2015-05-05
374,1.7806722756,2015-05-05
375,1.9888805541,2015-05-05
376,6.2715476001,2015-05-05
377,6.1649051125,2015-05-05
378,7.3712004388,2015-05-05
379,5.9555518396,2015-05-05
380,12.4195772496,2015-05-05
381,4.700472721,2015-05-05
382,3.2777333655,2015-05-05
383,5.4661985044,2015-05-05
384,10.087132025,2015-05-05
385,4.2651498201,2015-05-05
386,57.9957710768,2015-05-05
387,5.6680637975,2015-05-05
388,10.4541007223,2015-05-05
389,102.808941475,2015-05-05
390,0.3528958135,2015-05-05
391,84.437869116,2015-05-05
392,3.4457706321,2015-05-05
393,2.0342297701,2015-05-05
394,0.9912064697,2015-05-05
395,13.2126186083,2015-05-05
396,2.187470872,2015-05-05
397,47.9445182667,2015-05-05
398,4.9782344779,2015-05-05
399,30.0363546223,2015-05-05
400,11.2776541694,2015-05-05
401,9.809574922,2015-05-05
402,29.1312892148,2015-05-05
403,2.2019567984,2015-05-05
404,17.7425584267,2015-05-05
405,39.8043081964,2015-05-05
406,3.6992030567,2015-05-05
407,10.0607871541,2015-05-05
408,1.7937568155,2015-05-05
409,2.9282219179,2015-05-05
410,2.7129579638,2015-05-05
411,31.7600174089,2015-05-05
412,4.2919462912,2015-05-05
413,10.734090472,2015-05-05
414,2.9982343824,2015-05-05
415,0.7605701033,2015-05-05
416,22.54223437,2015-05-05
417,11.0011214316,2015-05-05
418,10.4135368691,2015-05-05
419,7.2219449636,2015-05-05
420,5.6388013164,2015-05-05
421,19.4986776993,2015-05-05
422,13.9653673365,2015-05-05
423,134.925199895,2015-05-05
424,18.9320332653,2015-05-05
425,4.7979724622,2015-05-05
426,5.6820613198,2015-05-05
427,1.282186263,2015-05-05
428,6.3750005827,2015-05-05
429,1.4742306635,2015-05-05
430,8.0668724746,2015-05-05
431,1.5062063728,2015-05-05
432,34.8495805627,2015-05-05
433,99.223802755,2015-05-05
434,1.2792052884,2015-05-05
435,71.6516098298,2015-05-05
436,0.9012014256,2015-05-05
437,3.300342565,2015-05-05
438,22.5455389486,2015-05-05
439,1.5706783098,2015-05-05
440,37.354311604,2015-05-05
441,2.229827631,2015-05-05
442,3.3911536992,2015-05-05
443,39.3991476206,2015-05-05
444,18.6126759559,2015-05-05
445,6.7944653743,2015-05-05
446,6.174544588,2015-05-05
447,0.8804340015,2015-05-05
448,0.8541147273,2015-05-05
449,3.3635247871,2015-05-05
450,15.6509416821,2015-05-05
451,13.8704144142,2015-05-05
452,2.4125209317,2015-05-05
453,33.0722861865,2015-05-05
454,2.4960869276,2015-05-05
455,3.2598501025,2015-05-05
456,23.6389025729,2015-05-05
457,2.2858785456,2015-05-05
458,4.343351863,2015-05-05
459,1.8332911012,2015-05-05
460,19.2495863101,2015-05-05
461,1.2190342554,2015-05-05
462,4.2233552468,2015-05-05
463,1.0711015511,2015-05-05
464,20.9197631902,2015-05-05
465,5.4035005862,2015-05-05
466,2.5851289471,2015-05-05
467,1.0328941437,2015-05-05
468,1.7959729015,2015-05-05
469,27.3510774407,2015-05-05
470,3.3944044043,2015-05-05
471,58.5459641028,2015-05-05
472,5.7833681729,2015-05-05
473,1.181928696,2015-05-05
474,0.8310966677,2015-05-05
475,1.5961819315,2015-05-05
476,1.7354626818,2015-05-05
477,3.6206979219,2015-05-05
478,35.7585697659,2015-05-05
479,1.3835511681,2015-05-05
480,7.9247772924,2015-05-05
481,1.1752939031,2015-05-05
482,1.406378662,2015-05-05
483,0.8422130503,2015-05-05
484,6.1746264493,2015-05-05
485,1.1541088466,2015-05-05
486,10.9012189911,2015-05-05
487,7.9923672341,2015-05-05
488,1.0239422803,2015-05-05
489,0.8030733908,2015-05-05
490,6.5040561748,2015-05-05
491,3.9209901005,2015-05-05
492,4.2336028882,2015-05-05
493,10.9512898051,2015-05-05
494,16.7341270375,2015-05-05
495,1.0679569885,2015-05-05
496,0.9097559269,2015-05-05
497,19.9952906096,2015-05-05
498,1.6747751869,2015-05-05
499,1.9713822983,2015-05-05
500,2.639331545,2015-05-05
501,20.0466085771,2015-05-05
502,1.8174217969,2015-05-05
503,3.8038326597,2015-05-05
504,4.4732965003,2015-05-05
505,11.4768446891,2015-05-05
506,0.8970101493,2015-05-05
507,20.7621348765,2015-05-05
508,14.1224004196,2015-05-05
509,1.282879911,2015-05-05
510,1.2230683492,2015-05-05
511,4.154590521,2015-05-05
512,5.8078718006,2015-05-05
513,3.228361092,2015-05-05
514,4.1114716826,2015-05-05
515,2.071849127,2015-05-05
516,2.4262485681,2015-05-05
517,4.4921719983,2015-05-05
518,5.4352418886,2015-05-05
519,1.4590587344,2015-05-05
520,1.7334336667,2015-05-05
521,0.7953051495,2015-05-05
522,8.4480996298,2015-05-05
523,12.3510024644,2015-05-05
524,5.1548404152,2015-05-05
525,2.8134042926,2015-05-05
526,2.8083096096,2015-05-05
527,3.8017086203,2015-05-05
528,6.3297969191,2015-05-05
529,0.3735044564,2015-05-05
530,1.4236015062,2015-05-05
531,6.3797775049,2015-05-05
532,4.3164553999,2015-05-05
533,0.4178986347,2015-05-05
534,1.8677827489,2015-05-05
535,1.2584243941,2015-05-05
536,4.5898214433,2015-05-05
537,3.1289928296,2015-05-05
538,3.5989636709,2015-05-05
539,20.7102490607,2015-05-05
540,1.9517535232,2015-05-05
541,3.4368109006,2015-05-05
542,9.6313304586,2015-05-05
543,1.1905520577,2015-05-05
544,17.0552372542,2015-05-05
545,1.8498912521,2015-05-05
546,20.8204445987,2015-05-05
547,7.3126745296,2015-05-05
548,25.3471398739,2015-05-05
549,2.4304741528,2015-05-05
550,2.452253174,2015-05-05
551,1.1714611511,2015-05-05
552,4.2753475208,2015-05-05
553,6.5323275118,2015-05-05
554,1.1063628539,2015-05-05
555,1.1817975299,2015-05-05
556,6.0174306096,2015-05-05
557,3.1537047558,2015-05-05
558,2.9083665357,2015-05-05
559,17.7720937013,2015-05-05
560,1.8888787913,2015-05-05
561,14.0782776045,2015-05-05
562,1.7068311328,2015-05-05
563,3.3072694913,2015-05-05
564,38.0645586646,2015-05-05
565,3.9803326592,2015-05-05
566,2.9622151612,2015-05-05
567,12.1919225226,2015-05-05
568,6.6280421114,2015-05-05
569,2.7011429605,2015-05-05
570,6.0370799028,2015-05-05
571,60.4678960886,2015-05-05
572,1.7527388795,2015-05-05
573,2.2994248318,2015-05-05
574,32.2361027453,2015-05-05
575,35.0160083963,2015-05-05
576,9.4720520118,2015-05-05
577,3.917698409,2015-05-05
578,6.1119586758,2015-05-05
579,1.7844941961,2015-05-05
580,1.9325519704,2015-05-05
581,232.482776139,2015-05-05
582,2.2741205774,2015-05-05
583,8.4582532486,2015-05-05
584,0.8525584012,2015-05-05
585,22.9460934855,2015-05-05
586,6.2132340628,2015-05-05
587,3.5199749684,2015-05-05
588,2.9333939487,2015-05-05
589,9.1113037085,2015-05-05
590,32.1150633884,2015-05-05
591,2.2400766655,2015-05-05
592,2.6153604327,2015-05-05
593,5.7333575503,2015-05-05
594,27.2548025946,2015-05-05
595,3.8270499937,2015-05-05
596,3.0182943335,2015-05-05
597,3.6056690629,2015-05-05
598,26.709966901,2015-05-05
599,1.118899721,2015-05-05
600,22.7010992519,2015-05-05
601,9.1533247503,2015-05-05
602,4.5805705193,2015-05-05
603,35.6943190923,2015-05-05
604,9.1170033351,2015-05-05
605,2.5192665934,2015-05-05
606,23.0153464703,2015-05-05
607,8.5131066897,2015-05-05
608,3.611541235,2015-05-05
609,37.911070572,2015-05-05
610,9.482305135,2015-05-05
611,14.2615878738,2015-05-05
612,14.1052908801,2015-05-05
613,43.2509500537,2015-05-05
614,1.6811349771,2015-05-05
615,3.525346174,2015-05-05
616,4.7267771091,2015-05-05
617,3.6309812066,2015-05-05
618,2.3589639117,2015-05-05
619,23.7201032107,2015-05-05
620,15.2728151511,2015-05-05
621,6.7284986598,2015-05-05
622,8.4753452609,2015-05-05
623,21.1095322528,2015-05-05
624,8.2436779843,2015-05-05
625,8.7328416501,2015-05-05
626,17.0108388122,2015-05-05
627,7.6036908511,2015-05-05
628,33.6140336798,2015-05-05
629,24.0166400225,2015-05-05
630,9.9285906509,2015-05-05
631,8.8158911443,2015-05-05
632,3.3027276366,2015-05-05
633,10.0156724661,2015-05-05
634,3.8294297347,2015-05-05
635,5.7633619552,2015-05-05
636,10.2750561043,2015-05-05
637,5.4892908557,2015-05-05
638,1.4269370158,2015-05-05
639,12.252289837,2015-05-05
640,5.5767722356,2015-05-05
641,5.5641669793,2015-05-05
642,1.3431296138,2015-05-05
643,24.4232945303,2015-05-05
644,5.049088604,2015-05-05
645,7.2415849083,2015-05-05
646,10.327239943,2015-05-05
647,14.2780847232,2015-05-05
648,5.0930857045,2015-05-05
649,3.564806018,2015-05-05
650,876.308349181,2015-05-05
